|dates|Clarion_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clarion_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clarion_Pennsylvania_UnitedStates.Male_Total_Population.data|Clarion_Pennsylvania_UnitedStates.Male_Total_Population.missing|Clarion_Pennsylvania_UnitedStates.Female_Total_Population.data|Clarion_Pennsylvania_UnitedStates.Female_Total_Population.missing|Clarion_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Clarion_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7603.0|0|18984.0|0|19795.0|0|7233.0|0
