|dates|Rooks_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rooks_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rooks_Kansas_UnitedStates.Male_Total_Population.data|Rooks_Kansas_UnitedStates.Male_Total_Population.missing|Rooks_Kansas_UnitedStates.Female_Total_Population.data|Rooks_Kansas_UnitedStates.Female_Total_Population.missing|Rooks_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Rooks_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1113.0|0|2419.0|0|2594.0|0|1117.0|0
