|dates|Calhoun_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Iowa_UnitedStates.Male_Total_Population.data|Calhoun_Iowa_UnitedStates.Male_Total_Population.missing|Calhoun_Iowa_UnitedStates.Female_Total_Population.data|Calhoun_Iowa_UnitedStates.Female_Total_Population.missing|Calhoun_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2225.0|0|5005.0|0|4694.0|0|2083.0|0
