|dates|Hudson_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hudson_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hudson_NewJersey_UnitedStates.Male_Total_Population.data|Hudson_NewJersey_UnitedStates.Male_Total_Population.missing|Hudson_NewJersey_UnitedStates.Female_Total_Population.data|Hudson_NewJersey_UnitedStates.Female_Total_Population.missing|Hudson_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Hudson_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|79920.0|0|336666.0|0|339395.0|0|138221.0|0
