|dates|Tazewell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tazewell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tazewell_Virginia_UnitedStates.Male_Total_Population.data|Tazewell_Virginia_UnitedStates.Male_Total_Population.missing|Tazewell_Virginia_UnitedStates.Female_Total_Population.data|Tazewell_Virginia_UnitedStates.Female_Total_Population.missing|Tazewell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Tazewell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9090.0|0|20225.0|0|20630.0|0|7883.0|0
