|dates|Mountrail_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mountrail_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mountrail_NorthDakota_UnitedStates.Male_Total_Population.data|Mountrail_NorthDakota_UnitedStates.Male_Total_Population.missing|Mountrail_NorthDakota_UnitedStates.Female_Total_Population.data|Mountrail_NorthDakota_UnitedStates.Female_Total_Population.missing|Mountrail_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Mountrail_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1193.0|0|5482.0|0|4736.0|0|2743.0|0
