|dates|Gates_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gates_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gates_NorthCarolina_UnitedStates.Male_Total_Population.data|Gates_NorthCarolina_UnitedStates.Male_Total_Population.missing|Gates_NorthCarolina_UnitedStates.Female_Total_Population.data|Gates_NorthCarolina_UnitedStates.Female_Total_Population.missing|Gates_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Gates_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2340.0|0|5731.0|0|5842.0|0|2347.0|0
