|dates|OutofWA_Washington_UnitedStates.BLS_EmployedPopulation.data|OutofWA_Washington_UnitedStates.BLS_EmployedPopulation.missing|OutofWA_Washington_UnitedStates.BLS_UnemployedPopulation.data|OutofWA_Washington_UnitedStates.BLS_UnemployedPopulation.missing|OutofWA_Washington_UnitedStates.BLS_UnemploymentRate.data|OutofWA_Washington_UnitedStates.BLS_UnemploymentRate.missing|OutofWA_Washington_UnitedStates.BLS_LaborForcePopulation.data|OutofWA_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
