|dates|Jones_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jones_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jones_Iowa_UnitedStates.Male_Total_Population.data|Jones_Iowa_UnitedStates.Male_Total_Population.missing|Jones_Iowa_UnitedStates.Female_Total_Population.data|Jones_Iowa_UnitedStates.Female_Total_Population.missing|Jones_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Jones_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4273.0|0|10715.0|0|10029.0|0|4439.0|0
