|dates|Johnston_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnston_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnston_NorthCarolina_UnitedStates.Male_Total_Population.data|Johnston_NorthCarolina_UnitedStates.Male_Total_Population.missing|Johnston_NorthCarolina_UnitedStates.Female_Total_Population.data|Johnston_NorthCarolina_UnitedStates.Female_Total_Population.missing|Johnston_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Johnston_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26989.0|0|99289.0|0|103386.0|0|51654.0|0
