|dates|Coos_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coos_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coos_Oregon_UnitedStates.Male_Total_Population.data|Coos_Oregon_UnitedStates.Male_Total_Population.missing|Coos_Oregon_UnitedStates.Female_Total_Population.data|Coos_Oregon_UnitedStates.Female_Total_Population.missing|Coos_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Coos_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16626.0|0|31756.0|0|32633.0|0|11850.0|0
