|dates|Runnels_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Runnels_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Runnels_Texas_UnitedStates.Male_Total_Population.data|Runnels_Texas_UnitedStates.Male_Total_Population.missing|Runnels_Texas_UnitedStates.Female_Total_Population.data|Runnels_Texas_UnitedStates.Female_Total_Population.missing|Runnels_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Runnels_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2126.0|0|5203.0|0|5031.0|0|2329.0|0
