|dates|Pike_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pike_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pike_Georgia_UnitedStates.Male_Total_Population.data|Pike_Georgia_UnitedStates.Male_Total_Population.missing|Pike_Georgia_UnitedStates.Female_Total_Population.data|Pike_Georgia_UnitedStates.Female_Total_Population.missing|Pike_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Pike_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2969.0|0|9164.0|0|9470.0|0|4359.0|0
