|dates|Steuben_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Steuben_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Steuben_NewYork_UnitedStates.Male_Total_Population.data|Steuben_NewYork_UnitedStates.Male_Total_Population.missing|Steuben_NewYork_UnitedStates.Female_Total_Population.data|Steuben_NewYork_UnitedStates.Female_Total_Population.missing|Steuben_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Steuben_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18850.0|0|47749.0|0|48047.0|0|20504.0|0
