|dates|Mitchell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mitchell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mitchell_NorthCarolina_UnitedStates.Male_Total_Population.data|Mitchell_NorthCarolina_UnitedStates.Male_Total_Population.missing|Mitchell_NorthCarolina_UnitedStates.Female_Total_Population.data|Mitchell_NorthCarolina_UnitedStates.Female_Total_Population.missing|Mitchell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Mitchell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3741.0|0|7393.0|0|7607.0|0|2740.0|0
