|dates|Pike_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pike_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pike_Kentucky_UnitedStates.Male_Total_Population.data|Pike_Kentucky_UnitedStates.Male_Total_Population.missing|Pike_Kentucky_UnitedStates.Female_Total_Population.data|Pike_Kentucky_UnitedStates.Female_Total_Population.missing|Pike_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Pike_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10962.0|0|28499.0|0|29903.0|0|12021.0|0
