|dates|Jefferson_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Wisconsin_UnitedStates.Male_Total_Population.data|Jefferson_Wisconsin_UnitedStates.Male_Total_Population.missing|Jefferson_Wisconsin_UnitedStates.Female_Total_Population.data|Jefferson_Wisconsin_UnitedStates.Female_Total_Population.missing|Jefferson_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14436.0|0|42546.0|0|42583.0|0|17958.0|0
