|dates|Norton_Kansas_UnitedStates.AveragePrecipitationTotal.data|Norton_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Norton_Kansas_UnitedStates.AveragePrecipitation.data|Norton_Kansas_UnitedStates.AveragePrecipitation.missing|Norton_Kansas_UnitedStates.AverageWindDirection.data|Norton_Kansas_UnitedStates.AverageWindDirection.missing|Norton_Kansas_UnitedStates.AverageWindSpeed.data|Norton_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|243.20833333333334|0|6.333333333333333|0
