|dates|Goodhue_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Goodhue_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Goodhue_Minnesota_UnitedStates.Male_Total_Population.data|Goodhue_Minnesota_UnitedStates.Male_Total_Population.missing|Goodhue_Minnesota_UnitedStates.Female_Total_Population.data|Goodhue_Minnesota_UnitedStates.Female_Total_Population.missing|Goodhue_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Goodhue_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9124.0|0|23012.0|0|23391.0|0|10293.0|0
