|dates|Trinity_California_UnitedStates.BLS_EmployedPopulation.data|Trinity_California_UnitedStates.BLS_EmployedPopulation.missing|Trinity_California_UnitedStates.BLS_UnemployedPopulation.data|Trinity_California_UnitedStates.BLS_UnemployedPopulation.missing|Trinity_California_UnitedStates.BLS_UnemploymentRate.data|Trinity_California_UnitedStates.BLS_UnemploymentRate.missing|Trinity_California_UnitedStates.BLS_LaborForcePopulation.data|Trinity_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-02|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-03|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-04|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-05|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-06|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-07|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-08|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-09|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-10|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-11|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-12|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-13|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-14|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-15|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-16|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-17|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-18|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-19|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-20|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-21|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-22|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-23|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-24|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-25|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-26|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-27|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-28|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-29|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-30|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-01-31|4106.5|0|306.5|0|6.945388624518468|0|4413.0|0
0|2020-02-01|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-02|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-03|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-04|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-05|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-06|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-07|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-08|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-09|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-10|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-11|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-12|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-13|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-14|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-15|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-16|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-17|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-18|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-19|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-20|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-21|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-22|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-23|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-24|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-25|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
0|2020-02-26|4121.0|0|321.0|0|7.226474561008555|0|4442.0|0
