|dates|Kent_Delaware_UnitedStates.BLS_EmployedPopulation.data|Kent_Delaware_UnitedStates.BLS_EmployedPopulation.missing|Kent_Delaware_UnitedStates.BLS_UnemployedPopulation.data|Kent_Delaware_UnitedStates.BLS_UnemployedPopulation.missing|Kent_Delaware_UnitedStates.BLS_UnemploymentRate.data|Kent_Delaware_UnitedStates.BLS_UnemploymentRate.missing|Kent_Delaware_UnitedStates.BLS_LaborForcePopulation.data|Kent_Delaware_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-02|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-03|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-04|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-05|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-06|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-07|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-08|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-09|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-10|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-11|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-12|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-13|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-14|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-15|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-16|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-17|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-18|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-19|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-20|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-21|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-22|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-23|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-24|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-25|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-26|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-27|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-28|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-29|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-30|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-01-31|77243.5|0|3858.5|0|4.757589208650835|0|81102.0|0
0|2020-02-01|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-02|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-03|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-04|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-05|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-06|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-07|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-08|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-09|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-10|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-11|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-12|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-13|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-14|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-15|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-16|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-17|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-18|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-19|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-20|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-21|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-22|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-23|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-24|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-25|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-26|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-27|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-28|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-02-29|77074.5|0|3729.0|0|4.614899107093134|0|80803.5|0
0|2020-03-01|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-02|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-03|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-04|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-05|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-06|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-07|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-08|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-09|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-10|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-11|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-12|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-13|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-14|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-15|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-16|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-17|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-18|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-19|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-20|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-21|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-22|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-23|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-24|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-25|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-26|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-27|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
0|2020-03-28|74288.0|0|4518.0|0|5.733066010202269|0|78806.0|0
