|dates|Pulaski_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pulaski_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pulaski_Virginia_UnitedStates.Male_Total_Population.data|Pulaski_Virginia_UnitedStates.Male_Total_Population.missing|Pulaski_Virginia_UnitedStates.Female_Total_Population.data|Pulaski_Virginia_UnitedStates.Female_Total_Population.missing|Pulaski_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Pulaski_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7814.0|0|17016.0|0|17050.0|0|6007.0|0
