|dates|Kendall_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kendall_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kendall_Illinois_UnitedStates.Male_Total_Population.data|Kendall_Illinois_UnitedStates.Male_Total_Population.missing|Kendall_Illinois_UnitedStates.Female_Total_Population.data|Kendall_Illinois_UnitedStates.Female_Total_Population.missing|Kendall_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Kendall_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13122.0|0|63410.0|0|64505.0|0|36412.0|0
