|dates|Murray_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Murray_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Murray_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Murray_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Murray_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Murray_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Murray_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Murray_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5995.0|0|239.0|0|3.833814565287135|0|6234.0|0
