|dates|LacquiParle_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LacquiParle_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LacquiParle_Minnesota_UnitedStates.Male_Total_Population.data|LacquiParle_Minnesota_UnitedStates.Male_Total_Population.missing|LacquiParle_Minnesota_UnitedStates.Female_Total_Population.data|LacquiParle_Minnesota_UnitedStates.Female_Total_Population.missing|LacquiParle_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|LacquiParle_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1834.0|0|3347.0|0|3311.0|0|1342.0|0
