|dates|Cleveland_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cleveland_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cleveland_Oklahoma_UnitedStates.Male_Total_Population.data|Cleveland_Oklahoma_UnitedStates.Male_Total_Population.missing|Cleveland_Oklahoma_UnitedStates.Female_Total_Population.data|Cleveland_Oklahoma_UnitedStates.Female_Total_Population.missing|Cleveland_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Cleveland_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|37659.0|0|140424.0|0|141245.0|0|60612.0|0
