|dates|Clark_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Wisconsin_UnitedStates.Male_Total_Population.data|Clark_Wisconsin_UnitedStates.Male_Total_Population.missing|Clark_Wisconsin_UnitedStates.Female_Total_Population.data|Clark_Wisconsin_UnitedStates.Female_Total_Population.missing|Clark_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5761.0|0|17523.0|0|17186.0|0|10223.0|0
