|dates|Newton_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newton_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newton_Mississippi_UnitedStates.Male_Total_Population.data|Newton_Mississippi_UnitedStates.Male_Total_Population.missing|Newton_Mississippi_UnitedStates.Female_Total_Population.data|Newton_Mississippi_UnitedStates.Female_Total_Population.missing|Newton_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Newton_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3585.0|0|10259.0|0|11184.0|0|5407.0|0
