|dates|Charlevoix_Michigan_UnitedStates.AveragePrecipitationTotal.data|Charlevoix_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Charlevoix_Michigan_UnitedStates.AveragePrecipitation.data|Charlevoix_Michigan_UnitedStates.AveragePrecipitation.missing|Charlevoix_Michigan_UnitedStates.AverageWindDirection.data|Charlevoix_Michigan_UnitedStates.AverageWindDirection.missing|Charlevoix_Michigan_UnitedStates.AverageWindSpeed.data|Charlevoix_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|210.9375|0|10.604166666666666|0
0|2020-01-02|0.0|0|0.0|0|203.59375|0|9.864583333333334|0
0|2020-01-03|0.0|0|0.0|0|263.125|0|8.880208333333334|0
0|2020-01-04|0.0|0|0.0|0|297.5520833333333|0|11.515625|0
0|2020-01-05|0.0|0|0.0|0|212.34375|0|12.046875|0
0|2020-01-06|0.0|0|0.0|0|265.1041666666667|0|21.072916666666668|0
0|2020-01-07|0.0|0|0.0|0|244.0625|0|14.4375|0
0|2020-01-08|0.0|0|0.0|0|266.9270833333333|0|13.244791666666666|0
0|2020-01-09|0.0|0|0.0|0|140.05208333333334|0|12.427083333333334|0
0|2020-01-10|0.0|0|0.0|0|153.75|0|7.645833333333333|0
0|2020-01-11|0.0|0|0.0|0|46.875|0|15.348958333333334|0
0|2020-01-12|0.0|0|0.0|0|77.96875|0|6.161458333333333|0
0|2020-01-13|0.0|0|0.0|0|64.6875|0|3.0729166666666665|0
0|2020-01-14|0.0|0|0.0|0|189.73958333333334|0|8.854166666666666|0
0|2020-01-15|0.0|0|0.0|0|179.0625|0|7.1875|0
0|2020-01-16|0.0|0|0.0|0|314.40972222222223|0|14.866319444444445|0
0|2020-01-17|0.0|0|0.0|0|159.53125|0|6.088541666666667|0
0|2020-01-18|0.0|0|0.0|0|167.76041666666666|0|10.125|0
0|2020-01-19|0.0|0|0.0|0|253.85416666666666|0|12.989583333333334|0
0|2020-01-20|0.0|0|0.0|0|312.2916666666667|0|9.635416666666666|0
0|2020-01-21|0.0|0|0.0|0|233.69791666666666|0|13.859375|0
0|2020-01-22|0.0|0|0.0|0|198.54166666666666|0|11.328125|0
0|2020-01-23|0.0|0|0.0|0|130.10416666666666|0|5.510416666666667|0
0|2020-01-24|0.0|0|0.0|0|88.4375|0|10.109375|0
0|2020-01-25|0.0|0|0.0|0|164.32291666666666|0|4.390625|0
0|2020-01-26|0.0|0|0.0|0|300.9895833333333|0|12.848958333333334|0
0|2020-01-27|0.0|0|0.0|0|337.34375|0|8.901041666666666|0
0|2020-01-28|0.0|0|0.0|0|284.7395833333333|0|6.984375|0
0|2020-01-29|0.0|0|0.0|0|73.95833333333333|0|3.578125|0
0|2020-01-30|0.0|0|0.0|0|114.21875|0|3.7291666666666665|0
0|2020-01-31|0.0|0|0.0|0|120.78125|0|3.15625|0
0|2020-02-01|0.0|0|0.0|0|215.36458333333334|0|9.541666666666666|0
0|2020-02-02|0.0|0|0.0|0|216.14583333333334|0|10.010416666666666|0
0|2020-02-03|0.0|0|0.0|0|201.09375|0|7.0|0
0|2020-02-04|0.0|0|0.0|0|322.6388888888889|0|12.177083333333334|0
0|2020-02-05|0.0|0|0.0|0|192.13541666666666|0|4.697916666666667|0
0|2020-02-06|0.0|0|0.0|0|80.41666666666667|0|1.6041666666666667|0
0|2020-02-07|0.0|0|0.0|0|205.46875|0|7.114583333333333|0
0|2020-02-08|0.0|0|0.0|0|129.32291666666666|0|6.786458333333333|0
0|2020-02-09|0.0|0|0.0|0|141.82291666666666|0|5.729166666666667|0
0|2020-02-10|0.0|0|0.0|0|205.83333333333334|0|5.557291666666667|0
0|2020-02-11|0.0|0|0.0|0|244.42708333333334|0|13.822916666666666|0
0|2020-02-12|0.0|0|0.0|0|235.72916666666666|0|13.817708333333334|0
0|2020-02-13|0.0|0|0.0|0|285.1041666666667|0|14.630208333333334|0
0|2020-02-14|0.0|0|0.0|0|232.76041666666666|0|11.828125|0
0|2020-02-15|0.0|0|0.0|0|203.125|0|14.15625|0
0|2020-02-16|0.0|0|0.0|0|301.875|0|10.71875|0
0|2020-02-17|0.0|0|0.0|0|141.71875|0|8.0625|0
0|2020-02-18|0.0|0|0.0|0|214.58333333333334|0|15.578125|0
0|2020-02-19|0.0|0|0.0|0|283.125|0|14.479166666666666|0
0|2020-02-20|0.0|0|0.0|0|241.30208333333334|0|10.338541666666666|0
0|2020-02-21|0.0|0|0.0|0|227.1875|0|17.427083333333332|0
0|2020-02-22|0.0|0|0.0|0|215.05208333333334|0|11.109375|0
0|2020-02-23|0.0|0|0.0|0|203.33333333333334|0|11.833333333333334|0
0|2020-02-24|0.0|0|0.0|0|258.94097222222223|0|6.6319444444444455|0
0|2020-02-25|0.0|0|0.0|0|197.70833333333334|0|11.71875|0
0|2020-02-26|0.0|0|0.0|0|204.84375|0|10.822916666666666|0
0|2020-02-27|0.0|0|0.0|0|311.5104166666667|0|19.166666666666668|0
0|2020-02-28|0.0|0|0.0|0|300.01736111111114|0|22.105902777777782|0
0|2020-02-29|0.0|0|0.0|0|271.40625|0|11.90625|0
0|2020-03-01|0.0|0|0.0|0|163.95833333333334|0|7.713541666666667|0
0|2020-03-02|0.0|0|0.0|0|231.61458333333334|0|8.427083333333334|0
0|2020-03-03|0.0|0|0.0|0|180.41666666666666|0|7.692708333333333|0
0|2020-03-04|0.0|0|0.0|0|214.6875|0|9.614583333333334|0
0|2020-03-05|0.0|0|0.0|0|119.79166666666667|0|6.338541666666667|0
0|2020-03-06|0.0|0|0.0|0|241.97916666666666|0|12.479166666666666|0
0|2020-03-07|0.0|0|0.0|0|159.42708333333334|0|7.088541666666667|0
0|2020-03-08|0.0|0|0.0|0|186.97916666666666|0|11.177083333333334|0
0|2020-03-09|0.0|0|0.0|0|212.29166666666666|0|10.989583333333334|0
0|2020-03-10|0.0|0|0.0|0|259.7916666666667|0|6.755208333333333|0
0|2020-03-11|0.0|0|0.0|0|95.72916666666667|0|1.8541666666666667|0
0|2020-03-12|0.0|0|0.0|0|141.30208333333334|0|7.59375|0
0|2020-03-13|0.0|0|0.0|0|266.4583333333333|0|20.609375|0
0|2020-03-14|0.0|0|0.0|0|299.0625|0|10.385416666666666|0
0|2020-03-15|0.0|0|0.0|0|124.56597222222223|0|6.996527777777778|0
0|2020-03-16|0.0|0|0.0|0|177.70833333333334|0|8.421875|0
0|2020-03-17|0.0|0|0.0|0|238.64583333333334|0|13.640625|0
0|2020-03-18|0.0|0|0.0|0|119.89583333333333|0|6.083333333333333|0
0|2020-03-19|0.0|0|0.0|0|115.67708333333333|0|6.583333333333333|0
0|2020-03-20|0.0|0|0.0|0|308.0729166666667|0|14.765625|0
0|2020-03-21|0.0|0|0.0|0|151.71875|0|7.078125|0
0|2020-03-22|0.0|0|0.0|0|130.9375|0|5.734375|0
0|2020-03-23|0.0|0|0.0|0|142.96875|0|4.572916666666667|0
0|2020-03-24|0.0|0|0.0|0|100.05208333333333|0|2.7760416666666665|0
0|2020-03-25|0.0|0|0.0|0|177.91666666666666|0|7.494791666666667|0
0|2020-03-26|0.0|0|0.0|0|191.04166666666666|0|3.6875|0
0|2020-03-27|0.0|0|0.0|0|124.58333333333333|0|3.9479166666666665|0
0|2020-03-28|0.0|0|0.0|0|84.21875|0|8.875|0
0|2020-03-29|0.0|0|0.0|0|165.78125|0|11.192708333333334|0
0|2020-03-30|0.0|0|0.0|0|318.0729166666667|0|10.28125|0
0|2020-03-31|0.0|0|0.0|0|114.73958333333333|0|6.927083333333333|0
0|2020-04-01|0.0|0|0.0|0|201.40625|0|5.5625|0
0|2020-04-02|0.0|0|0.0|0|183.90625|0|3.9635416666666665|0
0|2020-04-03|0.0|0|0.0|0|121.92708333333333|0|4.432291666666667|0
0|2020-04-04|0.0|0|0.0|0|250.625|0|7.354166666666667|0
0|2020-04-05|0.0|0|0.0|0|225.83333333333334|0|5.125|0
0|2020-04-06|0.0|0|0.0|0|109.58333333333333|0|2.5885416666666665|0
0|2020-04-07|0.0|0|0.0|0|88.59375|0|4.708333333333333|0
0|2020-04-08|0.0|0|0.0|0|238.95833333333334|0|7.25|0
0|2020-04-09|0.0|0|0.0|0|255.3125|0|12.40625|0
0|2020-04-10|0.0|0|0.0|0|292.7083333333333|0|13.515625|0
0|2020-04-11|0.0|0|0.0|0|180.46875|0|5.65625|0
0|2020-04-12|0.0|0|0.0|0|114.89583333333333|0|5.770833333333333|0
0|2020-04-13|0.0|0|0.0|0|248.22916666666666|0|19.166666666666668|0
0|2020-04-14|0.0|0|0.0|0|264.6354166666667|0|12.859375|0
0|2020-04-15|0.0|0|0.0|0|272.34375|0|10.223958333333334|0
0|2020-04-16|0.0|0|0.0|0|255.52083333333334|0|13.838541666666666|0
0|2020-04-17|0.0|0|0.0|0|184.58333333333334|0|7.0|0
0|2020-04-18|0.0|0|0.0|0|208.07291666666666|0|12.682291666666666|0
