|dates|Boone_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_Iowa_UnitedStates.Male_Total_Population.data|Boone_Iowa_UnitedStates.Male_Total_Population.missing|Boone_Iowa_UnitedStates.Female_Total_Population.data|Boone_Iowa_UnitedStates.Female_Total_Population.missing|Boone_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4854.0|0|13312.0|0|13034.0|0|5607.0|0
