|dates|Elko_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Elko_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Elko_Nevada_UnitedStates.Male_Total_Population.data|Elko_Nevada_UnitedStates.Male_Total_Population.missing|Elko_Nevada_UnitedStates.Female_Total_Population.data|Elko_Nevada_UnitedStates.Female_Total_Population.missing|Elko_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Elko_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5943.0|0|27242.0|0|25218.0|0|14298.0|0
