|dates|Wharton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wharton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wharton_Texas_UnitedStates.Male_Total_Population.data|Wharton_Texas_UnitedStates.Male_Total_Population.missing|Wharton_Texas_UnitedStates.Female_Total_Population.data|Wharton_Texas_UnitedStates.Female_Total_Population.missing|Wharton_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Wharton_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7110.0|0|20500.0|0|21119.0|0|10750.0|0
