|dates|Harvey_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harvey_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harvey_Kansas_UnitedStates.Male_Total_Population.data|Harvey_Kansas_UnitedStates.Male_Total_Population.missing|Harvey_Kansas_UnitedStates.Female_Total_Population.data|Harvey_Kansas_UnitedStates.Female_Total_Population.missing|Harvey_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Harvey_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6682.0|0|16893.0|0|17317.0|0|8242.0|0
