|dates|Nuckolls_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Nuckolls_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Nuckolls_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Nuckolls_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Nuckolls_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Nuckolls_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Nuckolls_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Nuckolls_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-02|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-03|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-04|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-05|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-06|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-07|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-08|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-09|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-10|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-11|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-12|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-13|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-14|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-15|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-16|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-17|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-18|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-19|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-20|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-21|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-22|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-23|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-24|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-25|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-26|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-27|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-28|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-29|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-30|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-01-31|2404.5|0|85.0|0|3.4143402289616387|0|2489.5|0
0|2020-02-01|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-02|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-03|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-04|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-05|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-06|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-07|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-08|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-09|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-10|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-11|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-12|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-13|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-14|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-15|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-16|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
0|2020-02-17|2394.0|0|81.5|0|3.2922641890527164|0|2475.5|0
