|dates|Hardin_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardin_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardin_Tennessee_UnitedStates.Male_Total_Population.data|Hardin_Tennessee_UnitedStates.Male_Total_Population.missing|Hardin_Tennessee_UnitedStates.Female_Total_Population.data|Hardin_Tennessee_UnitedStates.Female_Total_Population.missing|Hardin_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Hardin_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5955.0|0|12572.0|0|13204.0|0|5299.0|0
