|dates|OutofKS_Kansas_UnitedStates.BLS_EmployedPopulation.data|OutofKS_Kansas_UnitedStates.BLS_EmployedPopulation.missing|OutofKS_Kansas_UnitedStates.BLS_UnemployedPopulation.data|OutofKS_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|OutofKS_Kansas_UnitedStates.BLS_UnemploymentRate.data|OutofKS_Kansas_UnitedStates.BLS_UnemploymentRate.missing|OutofKS_Kansas_UnitedStates.BLS_LaborForcePopulation.data|OutofKS_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
