|dates|Davidson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Davidson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Davidson_NorthCarolina_UnitedStates.Male_Total_Population.data|Davidson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Davidson_NorthCarolina_UnitedStates.Female_Total_Population.data|Davidson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Davidson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Davidson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30377.0|0|81509.0|0|85105.0|0|36559.0|0
