|dates|Northumberland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Northumberland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Northumberland_Virginia_UnitedStates.Male_Total_Population.data|Northumberland_Virginia_UnitedStates.Male_Total_Population.missing|Northumberland_Virginia_UnitedStates.Female_Total_Population.data|Northumberland_Virginia_UnitedStates.Female_Total_Population.missing|Northumberland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Northumberland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4456.0|0|5956.0|0|6191.0|0|1764.0|0
