|dates|Marathon_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Marathon_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Marathon_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Marathon_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Marathon_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Marathon_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Marathon_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Marathon_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-02|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-03|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-04|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-05|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-06|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-07|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-08|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-09|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-10|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-11|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-12|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-13|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-14|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-15|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-16|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-17|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
0|2020-01-18|70739.0|0|2417.5|0|3.3045594034706416|0|73156.5|0
