|dates|Dooly_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dooly_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dooly_Georgia_UnitedStates.Male_Total_Population.data|Dooly_Georgia_UnitedStates.Male_Total_Population.missing|Dooly_Georgia_UnitedStates.Female_Total_Population.data|Dooly_Georgia_UnitedStates.Female_Total_Population.missing|Dooly_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Dooly_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2758.0|0|7451.0|0|6255.0|0|2356.0|0
