|dates|Sherburne_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sherburne_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sherburne_Minnesota_UnitedStates.Male_Total_Population.data|Sherburne_Minnesota_UnitedStates.Male_Total_Population.missing|Sherburne_Minnesota_UnitedStates.Female_Total_Population.data|Sherburne_Minnesota_UnitedStates.Female_Total_Population.missing|Sherburne_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Sherburne_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10884.0|0|49201.0|0|46835.0|0|25433.0|0
