|dates|Cavalier_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cavalier_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cavalier_NorthDakota_UnitedStates.Male_Total_Population.data|Cavalier_NorthDakota_UnitedStates.Male_Total_Population.missing|Cavalier_NorthDakota_UnitedStates.Female_Total_Population.data|Cavalier_NorthDakota_UnitedStates.Female_Total_Population.missing|Cavalier_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Cavalier_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1032.0|0|1958.0|0|1871.0|0|859.0|0
