|dates|Kent_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kent_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kent_Michigan_UnitedStates.Male_Total_Population.data|Kent_Michigan_UnitedStates.Male_Total_Population.missing|Kent_Michigan_UnitedStates.Female_Total_Population.data|Kent_Michigan_UnitedStates.Female_Total_Population.missing|Kent_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Kent_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-02|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-03|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-04|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-05|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-06|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-07|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-08|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-09|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-10|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-11|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-12|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-13|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-14|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-15|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-16|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-17|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-18|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-19|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-20|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-21|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-22|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-23|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-24|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-25|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-26|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-27|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-28|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-29|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-30|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-01-31|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-01|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-02|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-03|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-04|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-05|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-06|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-07|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-08|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-09|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-10|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-11|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-12|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-13|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-14|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-15|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-16|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-17|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-18|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-19|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-20|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-21|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-22|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-23|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-24|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-25|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-26|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-27|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-28|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-02-29|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-01|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-02|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-03|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-04|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-05|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-06|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-07|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-08|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-09|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-10|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-11|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-12|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-13|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-14|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-15|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-16|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-17|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-18|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-19|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-20|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-21|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-22|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-23|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-24|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-25|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-26|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-27|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-28|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-29|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-30|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-03-31|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-01|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-02|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-03|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-04|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-05|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-06|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-07|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-08|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-09|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-10|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-11|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-12|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-13|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-14|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-15|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-16|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-17|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-18|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-19|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-20|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-21|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-22|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-23|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-24|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-25|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-26|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-27|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-28|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-29|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-04-30|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-01|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-02|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-03|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-04|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-05|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-06|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-07|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-08|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-09|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-10|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-11|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-12|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-13|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-14|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-15|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-16|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-17|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-18|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-19|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-20|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-21|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-22|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-23|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-24|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-25|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-26|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-27|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-28|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-29|89296.0|0|322336.0|0|331450.0|0|157809.0|0
0|2020-05-30|89296.0|0|322336.0|0|331450.0|0|157809.0|0
