|dates|Preble_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Preble_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Preble_Ohio_UnitedStates.Male_Total_Population.data|Preble_Ohio_UnitedStates.Male_Total_Population.missing|Preble_Ohio_UnitedStates.Female_Total_Population.data|Preble_Ohio_UnitedStates.Female_Total_Population.missing|Preble_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Preble_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7893.0|0|20299.0|0|20698.0|0|9174.0|0
