|dates|Lake_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Lake_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Lake_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Lake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|883.0|0|0.0|100|21.0|0|0.0|100
