|dates|Franklin_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Franklin_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Franklin_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-02|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-03|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-04|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-05|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-06|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-07|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-08|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-09|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-10|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-11|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-12|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-13|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-14|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-15|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-16|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-17|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-18|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-19|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-20|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-21|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-22|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-23|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-24|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-25|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-26|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-27|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-28|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-29|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-30|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-01-31|39656.5|0|1345.0|0|3.280367791422265|0|41001.5|0
0|2020-02-01|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-02|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-03|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-04|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-05|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-06|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-07|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-08|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-09|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-10|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-11|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-12|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-13|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-14|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-15|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-16|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-17|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-18|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-19|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-20|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-21|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-22|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-23|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-24|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-25|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-26|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-27|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-28|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-02-29|39939.0|0|1255.0|0|3.046560178666796|0|41194.0|0
0|2020-03-01|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-02|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-03|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-04|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-05|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-06|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-07|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-08|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-09|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-10|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-11|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-12|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-13|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-14|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-15|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-16|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-17|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-18|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-19|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-20|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-21|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
0|2020-03-22|39575.0|0|1213.0|0|2.9739138962439933|0|40788.0|0
