|dates|Bollinger_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bollinger_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bollinger_Missouri_UnitedStates.Male_Total_Population.data|Bollinger_Missouri_UnitedStates.Male_Total_Population.missing|Bollinger_Missouri_UnitedStates.Female_Total_Population.data|Bollinger_Missouri_UnitedStates.Female_Total_Population.missing|Bollinger_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Bollinger_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2502.0|0|6120.0|0|6049.0|0|2578.0|0
