|dates|Montgomery_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_NorthCarolina_UnitedStates.Male_Total_Population.data|Montgomery_NorthCarolina_UnitedStates.Male_Total_Population.missing|Montgomery_NorthCarolina_UnitedStates.Female_Total_Population.data|Montgomery_NorthCarolina_UnitedStates.Female_Total_Population.missing|Montgomery_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5597.0|0|13316.0|0|13955.0|0|6007.0|0
