|dates|Montgomery_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Mississippi_UnitedStates.Male_Total_Population.data|Montgomery_Mississippi_UnitedStates.Male_Total_Population.missing|Montgomery_Mississippi_UnitedStates.Female_Total_Population.data|Montgomery_Mississippi_UnitedStates.Female_Total_Population.missing|Montgomery_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2169.0|0|4784.0|0|5239.0|0|2264.0|0
