|dates|Davison_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Davison_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Davison_SouthDakota_UnitedStates.Male_Total_Population.data|Davison_SouthDakota_UnitedStates.Male_Total_Population.missing|Davison_SouthDakota_UnitedStates.Female_Total_Population.data|Davison_SouthDakota_UnitedStates.Female_Total_Population.missing|Davison_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Davison_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3724.0|0|9894.0|0|9896.0|0|4539.0|0
