|dates|Harper_Kansas_UnitedStates.AveragePrecipitationTotal.data|Harper_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Harper_Kansas_UnitedStates.AveragePrecipitation.data|Harper_Kansas_UnitedStates.AveragePrecipitation.missing|Harper_Kansas_UnitedStates.AverageWindDirection.data|Harper_Kansas_UnitedStates.AverageWindDirection.missing|Harper_Kansas_UnitedStates.AverageWindSpeed.data|Harper_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|16|0.0|16|258.0|0|5.666666666666667|0
