|dates|Slope_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Slope_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Slope_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|32.0|0|0.0|100|0.0|0|0.0|100
