|dates|Sullivan_NewYork_UnitedStates.AveragePrecipitationTotal.data|Sullivan_NewYork_UnitedStates.AveragePrecipitationTotal.missing|Sullivan_NewYork_UnitedStates.AveragePrecipitation.data|Sullivan_NewYork_UnitedStates.AveragePrecipitation.missing|Sullivan_NewYork_UnitedStates.AverageWindDirection.data|Sullivan_NewYork_UnitedStates.AverageWindDirection.missing|Sullivan_NewYork_UnitedStates.AverageWindSpeed.data|Sullivan_NewYork_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|8|0.021015151515151518|8|190.72916666666666|0|9.03611111111111|0
