|dates|Lee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Florida_UnitedStates.Male_Total_Population.data|Lee_Florida_UnitedStates.Male_Total_Population.missing|Lee_Florida_UnitedStates.Female_Total_Population.data|Lee_Florida_UnitedStates.Female_Total_Population.missing|Lee_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|215894.0|0|369372.0|0|385238.0|0|132623.0|0
