|dates|OutofAZ_Arizona_UnitedStates.BLS_EmployedPopulation.data|OutofAZ_Arizona_UnitedStates.BLS_EmployedPopulation.missing|OutofAZ_Arizona_UnitedStates.BLS_UnemployedPopulation.data|OutofAZ_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|OutofAZ_Arizona_UnitedStates.BLS_UnemploymentRate.data|OutofAZ_Arizona_UnitedStates.BLS_UnemploymentRate.missing|OutofAZ_Arizona_UnitedStates.BLS_LaborForcePopulation.data|OutofAZ_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
