|dates|Chenango_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chenango_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chenango_NewYork_UnitedStates.Male_Total_Population.data|Chenango_NewYork_UnitedStates.Male_Total_Population.missing|Chenango_NewYork_UnitedStates.Female_Total_Population.data|Chenango_NewYork_UnitedStates.Female_Total_Population.missing|Chenango_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Chenango_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9683.0|0|23814.0|0|23722.0|0|9840.0|0
