|dates|Kings_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kings_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kings_California_UnitedStates.Male_Total_Population.data|Kings_California_UnitedStates.Male_Total_Population.missing|Kings_California_UnitedStates.Female_Total_Population.data|Kings_California_UnitedStates.Female_Total_Population.missing|Kings_California_UnitedStates.MaleAndFemale_Under18_Population.data|Kings_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15516.0|0|83196.0|0|68170.0|0|40964.0|0
