|dates|Ellis_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ellis_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ellis_Texas_UnitedStates.Male_Total_Population.data|Ellis_Texas_UnitedStates.Male_Total_Population.missing|Ellis_Texas_UnitedStates.Female_Total_Population.data|Ellis_Texas_UnitedStates.Female_Total_Population.missing|Ellis_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Ellis_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22981.0|0|88513.0|0|90923.0|0|47950.0|0
