|dates|Greene_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Alabama_UnitedStates.Male_Total_Population.data|Greene_Alabama_UnitedStates.Male_Total_Population.missing|Greene_Alabama_UnitedStates.Female_Total_Population.data|Greene_Alabama_UnitedStates.Female_Total_Population.missing|Greene_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1837.0|0|3887.0|0|4346.0|0|1825.0|0
