|dates|RedRiver_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RedRiver_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RedRiver_Texas_UnitedStates.Male_Total_Population.data|RedRiver_Texas_UnitedStates.Male_Total_Population.missing|RedRiver_Texas_UnitedStates.Female_Total_Population.data|RedRiver_Texas_UnitedStates.Female_Total_Population.missing|RedRiver_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|RedRiver_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2996.0|0|5912.0|0|6263.0|0|2429.0|0
