|dates|Yates_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yates_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yates_NewYork_UnitedStates.Male_Total_Population.data|Yates_NewYork_UnitedStates.Male_Total_Population.missing|Yates_NewYork_UnitedStates.Female_Total_Population.data|Yates_NewYork_UnitedStates.Female_Total_Population.missing|Yates_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Yates_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5172.0|0|12070.0|0|12771.0|0|5448.0|0
