|dates|Kent_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kent_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kent_Texas_UnitedStates.Male_Total_Population.data|Kent_Texas_UnitedStates.Male_Total_Population.missing|Kent_Texas_UnitedStates.Female_Total_Population.data|Kent_Texas_UnitedStates.Female_Total_Population.missing|Kent_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kent_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|197.0|0|361.0|0|365.0|0|153.0|0
