|dates|Wagoner_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wagoner_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wagoner_Oklahoma_UnitedStates.Male_Total_Population.data|Wagoner_Oklahoma_UnitedStates.Male_Total_Population.missing|Wagoner_Oklahoma_UnitedStates.Female_Total_Population.data|Wagoner_Oklahoma_UnitedStates.Female_Total_Population.missing|Wagoner_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Wagoner_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13057.0|0|39674.0|0|40436.0|0|19503.0|0
