|dates|Waupaca_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waupaca_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waupaca_Wisconsin_UnitedStates.Male_Total_Population.data|Waupaca_Wisconsin_UnitedStates.Male_Total_Population.missing|Waupaca_Wisconsin_UnitedStates.Female_Total_Population.data|Waupaca_Wisconsin_UnitedStates.Female_Total_Population.missing|Waupaca_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Waupaca_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10669.0|0|25940.0|0|25188.0|0|10373.0|0
